replication,method,asep,aaep
153,median,39.9651885895084,3.4225005270848152
153,ar1,41.66918252125011,3.360451796880731
154,mean,39.32213390610995,3.5841180834457846
154,median,39.51141534743464,3.52679694378861
154,ar1,40.406441007741094,3.480382578231113
155,mean,25.13539560059248,3.2057059590131503
155,median,24.780361642984236,3.1436725445785383
155,ar1,24.699917953299995,3.0592093095854613
156,mean,34.78911086340316,3.4331633628760607
156,median,36.38220136386995,3.4192903961858203
156,ar1,35.55006459206485,3.3101433422010973
157,mean,42.336162971645095,3.574443772421128
157,median,40.62907372927142,3.4555370709043434
157,ar1,40.72781535091518,3.434077051482871
158,mean,31.699946952393194,3.3341776921075823
158,median,31.83451429317305,3.2992949279873
158,ar1,37.06527879942796,3.3057500179634247
159,mean,30.85721300024782,3.4390271085525894
159,median,30.847082951805444,3.4205368720633427
159,ar1,49.915090131591896,3.484720725546399
160,mean,46.84242343773561,3.667035359771863
160,median,46.824067864059266,3.6310943627716368
160,ar1,49.00690404692588,3.5093677078352163
161,mean,50.148638021913,3.639540067379541
161,median,51.30859133749477,3.598659755178321
161,ar1,44.89409758987915,3.453147099468091
162,mean,32.92611996052817,3.5497381900565905
162,median,32.83132277056314,3.5051143910548115
162,ar1,44.27534825313353,3.4300157184719686
163,mean,40.010496718788445,3.708067614021502
163,median,39.50684881187631,3.629123268725192
163,ar1,40.43098140967784,3.5564968104912884
164,mean,36.94862813057751,3.568267744503363
164,median,37.67160594800751,3.5151206866287636
164,ar1,39.42899445879941,3.423206535246645
165,mean,39.54411721135544,3.492373628100099
165,median,38.81960358785561,3.40764608463315
165,ar1,41.77229511537207,3.443528697294319
166,mean,37.69673236061876,3.573130470875802
166,median,36.88346936635319,3.4794808950982725
166,ar1,37.398686766271034,3.3970361888363882
167,mean,32.49915350331114,3.4282429390494027
167,median,32.08375041673711,3.340785067440309
167,ar1,44.25665629475201,3.400444637443205
168,mean,32.590646812210615,3.507365064748788
168,median,31.95729009635603,3.4071715662419706
168,ar1,35.387828801225865,3.372580662749275
169,mean,45.096756380355835,3.531846954496904
169,median,46.160468806470746,3.47382688421914
169,ar1,43.908008856788264,3.4001779637981833
170,mean,59.24306798040914,3.7946430119680183
170,median,59.99562195500074,3.757263677982969
