design,replication,method,asep
new_units,95,naive,83.18809953797292
new_units,95,ar1,83.18809953797292
new_units,95,random_forest,53.48835171643627
new_units,96,naive,23.863272889704632
new_units,96,ar1,23.863272889704632
new_units,96,random_forest,17.27286094691008
new_units,97,naive,38.11162520672051
new_units,97,ar1,38.11162520672051
new_units,97,random_forest,25.183317828774005
new_units,98,naive,52.26893036692774
new_units,98,ar1,52.26893036692774
new_units,98,random_forest,37.769977118038526
new_units,99,naive,56.290878365855384
new_units,99,ar1,56.290878365855384
new_units,99,random_forest,33.405889770652145
new_units,100,naive,75.03753715390579
new_units,100,ar1,75.03753715390579
new_units,100,random_forest,43.01476364511021
new_units,101,naive,47.25489771383778
new_units,101,ar1,47.25489771383778
new_units,101,random_forest,35.018829824623595
new_units,102,naive,61.337167430738816
new_units,102,ar1,61.337167430738816
new_units,102,random_forest,32.272754208175975
new_units,103,naive,94.80830878062888
new_units,103,ar1,94.80830878062888
new_units,103,random_forest,60.33674393225902
new_units,104,naive,55.88854960954066
new_units,104,ar1,55.88854960954066
new_units,104,random_forest,39.11910355743065
new_units,105,naive,32.61652360686468
new_units,105,ar1,32.61652360686468
new_units,105,random_forest,25.55780950835161
new_units,106,naive,40.573806042950686
new_units,106,ar1,40.573806042950686
new_units,106,random_forest,27.270345796413807
new_units,107,naive,33.23003990665444
new_units,107,ar1,33.23003990665444
new_units,107,random_forest,23.976086820696324
new_units,108,naive,34.479817143311784
new_units,108,ar1,34.479817143311784
new_units,108,random_forest,21.379850762066255
new_units,109,naive,58.58631486273795
new_units,109,ar1,58.58631486273795
new_units,109,random_forest,43.888344313204094
new_units,110,naive,100.98292503121199
new_units,110,ar1,100.98292503121199
new_units,110,random_forest,68.43474860320256
new_units,111,naive,99.505850156573
new_units,111,ar1,99.505850156573
new_units,111,random_forest,58.79314824778607
new_units,112,naive,29.717101322762396
new_units,112,ar1,29.717101322762396
new_units,112,random_forest,19.2974378753826
new_units,113,naive,75.7205224470852
new_units,113,ar1,75.7205224470852
new_units,113,random_forest,58.27907235939777
new_units,114,naive,35.9603646485777
new_units,114,ar1,35.9603646485777
new_units,114,random_forest,27.166237099403574
new_units,115,naive,40.56565416249459
new_units,115,ar1,40.56565416249459
new_units,115,random_forest,27.440818500353252
new_units,116,naive,30.219029750612396
new_units,116,ar1,30.219029750612396
new_units,116,random_forest,20.354707362251798
new_units,117,naive,64.09382028458997
new_units,117,ar1,64.09382028458997
new_units,117,random_forest,43.20855363412971
new_units,118,naive,72.49560413839122
new_units,118,ar1,72.49560413839122
new_units,118,random_forest,44.99848964018607
new_units,119,naive,69.71528722819775
new_units,119,ar1,69.71528722819775
new_units,119,random_forest,38.4108936463588
new_units,120,naive,63.62989444578192
new_units,120,ar1,63.62989444578192
new_units,120,random_forest,39.881045667440894
new_units,121,naive,28.710858302267024
new_units,121,ar1,28.710858302267024
new_units,121,random_forest,21.656600063162724
new_units,122,naive,41.83956255334068
new_units,122,ar1,41.83956255334068
new_units,122,random_forest,27.288485146862744
new_units,123,naive,35.57967524808207
new_units,123,ar1,35.57967524808207
new_units,123,random_forest,24.743707734594295
new_units,124,naive,52.04074679648005
new_units,124,ar1,52.04074679648005
new_units,124,random_forest,39.57159263794193
new_units,125,naive,66.0803437939899
new_units,125,ar1,66.0803437939899
new_units,125,random_forest,52.26250056722706
new_units,126,naive,75.72576266151722
new_units,126,ar1,75.72576266151722
new_units,126,random_forest,44.47490106043894
new_units,127,naive,60.81138455957312
new_units,127,ar1,60.81138455957312
new_units,127,random_forest,34.242729409123164
new_units,128,naive,22.79764849049232
new_units,128,ar1,22.79764849049232
new_units,128,random_forest,14.80019464845814
new_units,129,naive,64.5993323840719
new_units,129,ar1,64.5993323840719
new_units,129,random_forest,37.52119339458071
new_units,130,naive,28.039528855317375
new_units,130,ar1,28.039528855317375
new_units,130,random_forest,19.017903218916523
new_units,131,naive,53.45913465735789
new_units,131,ar1,53.45913465735789
new_units,131,random_forest,36.082183396535186
new_units,132,naive,41.58416666104643
new_units,132,ar1,41.58416666104643
new_units,132,random_forest,25.581502447623098
new_units,133,naive,29.107822747627395
new_units,133,ar1,29.107822747627395
new_units,133,random_forest,18.79610639632804
new_units,134,naive,51.81326594575784
new_units,134,ar1,51.81326594575784
new_units,134,random_forest,31.696885026291014
new_units,135,naive,63.508640993479645
new_units,135,ar1,63.508640993479645
new_units,135,random_forest,36.55338767493571
new_units,136,naive,59.65423194792883
new_units,136,ar1,59.65423194792883
new_units,136,random_forest,32.7879473482532
new_units,137,naive,57.039340630708836
new_units,137,ar1,57.039340630708836
new_units,137,random_forest,37.00491811207678
new_units,138,naive,73.58612929401417
new_units,138,ar1,73.58612929401417
new_units,138,random_forest,45.38517300789749
new_units,139,naive,82.01612207090356
new_units,139,ar1,82.01612207090356
new_units,139,random_forest,49.695028114261
new_units,140,naive,64.52205774843851
new_units,140,ar1,64.52205774843851
new_units,140,random_forest,37.62606855394156
new_units,141,naive,32.388560847667264
new_units,141,ar1,32.388560847667264
new_units,141,random_forest,25.213476214653117
new_units,142,naive,28.225103638963546
new_units,142,ar1,28.225103638963546
new_units,142,random_forest,18.434487549745413
new_units,143,naive,74.39930198593022
new_units,143,ar1,74.39930198593022
new_units,143,random_forest,62.231893948210924
new_units,144,naive,59.43681942415882
new_units,144,ar1,59.43681942415882
new_units,144,random_forest,49.8789310394553
new_units,145,naive,93.62089218023804
new_units,145,ar1,93.62089218023804
new_units,145,random_forest,56.453112110704154
new_units,146,naive,24.320533448790737
new_units,146,ar1,24.320533448790737
new_units,146,random_forest,18.06334275197244
new_units,147,naive,85.30789403029577
new_units,147,ar1,85.30789403029577
new_units,147,random_forest,48.42968929754478
new_units,148,naive,31.280769818417955
new_units,148,ar1,31.280769818417955
new_units,148,random_forest,21.635489261388024
new_units,149,naive,109.42620574925039
new_units,149,ar1,109.42620574925039
new_units,149,random_forest,65.59312036564899
new_units,150,naive,75.72148450243488
new_units,150,ar1,75.72148450243488
new_units,150,random_forest,39.62368778134158
new_units,151,naive,45.71941623531185
new_units,151,ar1,45.71941623531185
new_units,151,random_forest,31.311966517900427
new_units,152,naive,42.10269457694128
new_units,152,ar1,42.10269457694128
new_units,152,random_forest,26.870199720054035
new_units,153,naive,53.814756062626174
new_units,153,ar1,53.814756062626174
new_units,153,random_forest,28.70604933952955
new_units,154,naive,41.240143404163696
new_units,154,ar1,41.240143404163696
new_units,154,random_forest,29.955075110086593
new_units,155,naive,54.39877260041898
new_units,155,ar1,54.39877260041898
new_units,155,random_forest,31.880209947213714
new_units,156,naive,54.747562044629774
new_units,156,ar1,54.747562044629774
new_units,156,random_forest,35.65601439599269
new_units,157,naive,48.3063714464777
new_units,157,ar1,48.3063714464777
new_units,157,random_forest,27.27463233108179
new_units,158,naive,30.600114299655527
new_units,158,ar1,30.600114299655527
new_units,158,random_forest,20.99041144652652
new_units,159,naive,74.20564970952698
new_units,159,ar1,74.20564970952698
new_units,159,random_forest,41.74383248346987
new_units,160,naive,36.831321066027364
new_units,160,ar1,36.831321066027364
new_units,160,random_forest,27.86866681542279
new_units,161,naive,85.71300489599834
new_units,161,ar1,85.71300489599834
new_units,161,random_forest,45.74206587064406
new_units,162,naive,96.7433938614197
new_units,162,ar1,96.7433938614197
new_units,162,random_forest,46.90225230226284
new_units,163,naive,38.35151243756488
new_units,163,ar1,38.35151243756488
new_units,163,random_forest,24.17074055990081
new_units,164,naive,46.08921901562904
new_units,164,ar1,46.08921901562904
new_units,164,random_forest,30.57756618887415
new_units,165,naive,68.06839132696942
new_units,165,ar1,68.06839132696942
new_units,165,random_forest,48.31556607694281
new_units,166,naive,44.64534933012643
new_units,166,ar1,44.64534933012643
new_units,166,random_forest,27.632749029206167
new_units,167,naive,37.082130188075865
new_units,167,ar1,37.082130188075865
new_units,167,random_forest,28.99897192061348
new_units,168,naive,54.24753353046901
new_units,168,ar1,54.24753353046901
new_units,168,random_forest,32.46633442824955
new_units,169,naive,54.25674232091472
new_units,169,ar1,54.25674232091472
new_units,169,random_forest,45.40664389186524
new_units,170,naive,37.2313692275617
new_units,170,ar1,37.2313692275617
new_units,170,random_forest,25.952192781765504
new_units,171,naive,58.39150782335761
new_units,171,ar1,58.39150782335761
new_units,171,random_forest,44.264130664325506
new_units,172,naive,28.43550753559529
new_units,172,ar1,28.43550753559529
new_units,172,random_forest,21.73327752708634
new_units,173,naive,38.61974967213331
new_units,173,ar1,38.61974967213331
new_units,173,random_forest,24.838710483077183
new_units,174,naive,38.69424865306997
new_units,174,ar1,38.69424865306997
new_units,174,random_forest,25.150493716548084
new_units,175,naive,59.492894723550656
new_units,175,ar1,59.492894723550656
new_units,175,random_forest,35.34579715684759
new_units,176,naive,63.34275145722193
new_units,176,ar1,63.34275145722193
new_units,176,random_forest,39.93443843573625
new_units,177,naive,55.411952880037475
new_units,177,ar1,55.411952880037475
new_units,177,random_forest,34.430430059849776
new_units,178,naive,38.869719135875194
new_units,178,ar1,38.869719135875194
new_units,178,random_forest,26.239363509566058
new_units,179,naive,43.25111347071417
new_units,179,ar1,43.25111347071417
new_units,179,random_forest,29.83902532736597
new_units,180,naive,31.642873456604704
new_units,180,ar1,31.642873456604704
new_units,180,random_forest,23.808969254713496
new_units,181,naive,52.44769750293282
new_units,181,ar1,52.44769750293282
new_units,181,random_forest,31.845110752959364
new_units,182,naive,53.353691844146944
new_units,182,ar1,53.353691844146944
new_units,182,random_forest,31.84080559428261
new_units,183,naive,56.575214760396676
new_units,183,ar1,56.575214760396676
new_units,183,random_forest,30.45929567253755
new_units,184,naive,72.20144153998396
new_units,184,ar1,72.20144153998396
new_units,184,random_forest,35.5653090937311
new_units,185,naive,32.126306513779426
new_units,185,ar1,32.126306513779426
new_units,185,random_forest,22.530210766836074
new_units,186,naive,38.13230166947988
new_units,186,ar1,38.13230166947988
new_units,186,random_forest,26.57963818449657
new_units,187,naive,90.99250203768585
new_units,187,ar1,90.99250203768585
new_units,187,random_forest,52.75599992705455
new_units,188,naive,38.56153118782312
new_units,188,ar1,38.56153118782312
new_units,188,random_forest,25.12513030163946
new_units,189,naive,46.08285411804212
new_units,189,ar1,46.08285411804212
new_units,189,random_forest,37.67389920908398
new_units,190,naive,35.39323527458456
new_units,190,ar1,35.39323527458456
new_units,190,random_forest,25.43592960323365
new_units,191,naive,43.744100763214185
new_units,191,ar1,43.744100763214185
new_units,191,random_forest,25.36305847757405
new_units,192,naive,34.66603060731087
new_units,192,ar1,34.66603060731087
new_units,192,random_forest,23.769346834717407
new_units,193,naive,78.61928563357696
new_units,193,ar1,78.61928563357696
new_units,193,random_forest,50.84195002528623
new_units,194,naive,54.94532955883048
new_units,194,ar1,54.94532955883048
new_units,194,random_forest,32.92297141113332
new_units,195,naive,34.218315078464386
new_units,195,ar1,34.218315078464386
new_units,195,random_forest,22.291856573634764
new_units,196,naive,89.94609396695697
new_units,196,ar1,89.94609396695697
new_units,196,random_forest,53.436035426593826
new_units,197,naive,81.17109566711365
new_units,197,ar1,81.17109566711365
new_units,197,random_forest,51.33792629057674
new_units,198,naive,31.43421418054439
new_units,198,ar1,31.43421418054439
new_units,198,random_forest,21.398432676210327
new_units,199,naive,42.01027388335314
new_units,199,ar1,42.01027388335314
new_units,199,random_forest,24.523382166987577
